 Id,            Administration organisatrice,            Nombre postes de chef de division,            Nombre postes de chef de service,            Dèlai dépôt,            Date publication,            Candidats convoqués,            Résultats,            Pour plus d'informations,            Fichiers attachés
poste_e0id1818,"Province de Safi",5,14,1000-10-10,2015-04-08,"http://emploi-public-files.ma/fichiers/upload/nomDuFichier2994.pdf|","http://emploi-public-files.ma/fichiers/upload/063.pdf|","Nom : الحسن العطاريTéléphone : 0667897430",http://emploi-public-files.ma/fichiers/upload/nomDuFichier2033.pdf
poste_e0id1817,"Préfecture m'diq fnideq",1,1,1000-10-10,2015-04-08,"http://emploi-public-files.ma/fichiers/upload/img069.pdf|","http://emploi-public-files.ma/fichiers/upload/img0811.pdf|","Nom : عبد اللطيف أبلحساينTéléphone : 0661338332",http://emploi-public-files.ma/fichiers/upload/PORTAIL.pdf
poste_e0id1816,"Province Ouarzazate",1,6,1000-10-10,2015-04-08,"http://emploi-public-files.ma/fichiers/upload/scan00019.pdf|","http://emploi-public-files.ma/fichiers/upload/Liste_Rsultats.pdf|","Nom : حميد ورياكليTéléphone : 0661164955",http://emploi-public-files.ma/fichiers/upload/ARRETE50.pdf
poste_e0id1760,"Préfecture Tanger-Asilah",1,0,1000-10-10,2015-03-19,"http://emploi-public-files.ma/fichiers/upload/Convocation1.pdf|","http://emploi-public-files.ma/fichiers/upload/Rsultat28.pdf|","Nom : نور الدين الحاضريTéléphone : 0539940915",http://emploi-public-files.ma/fichiers/upload/Appel_candidature13.pdf
poste_e0id1719,"Province de Skhirat-Temara ",1,1,1000-10-10,2015-03-10,"http://emploi-public-files.ma/fichiers/upload/appel30001.pdf|","http://emploi-public-files.ma/fichiers/upload/samiraazen0001.pdf|","Nom : الصديق الطاهري Téléphone : 0661125141",http://emploi-public-files.ma/fichiers/upload/5appel1.pdf
poste_e0id1708,"Préfecture de Rabat",0,2,1000-10-10,2015-03-09,-,"http://emploi-public-files.ma/fichiers/upload/resultatposteresponsabiliteprefecturerabat24042015.pdf|","Nom : said ousegguaTéléphone : 0661161724",http://emploi-public-files.ma/fichiers/upload/arretspdf1.pdf
poste_e0id1705,"province tan tan",1,2,1000-10-10,2015-03-05,-,-,"Nom : محمد فرضيTéléphone : 0667061487",http://emploi-public-files.ma/fichiers/upload/nomDuFichier1927.pdf
poste_e0id1694,"Province de Khouribga",1,17,1000-10-10,2015-03-02,"http://emploi-public-files.ma/fichiers/upload/numrisation0019.pdf|","http://emploi-public-files.ma/fichiers/upload/nomDuFichier2067.pdf|","Nom : محمد مريدTéléphone : 0661128108",http://emploi-public-files.ma/fichiers/upload/DcisionAppel.pdf
poste_e0id1671,"Province de Tétouan ",2,4,1000-10-10,2015-02-23,"http://emploi-public-files.ma/fichiers/upload/nomDuFichier2077.pdf|","http://emploi-public-files.ma/fichiers/upload/nomDuFichier2185.pdf|","Nom : hassan aharratTéléphone : 0539997850",http://emploi-public-files.ma/fichiers/upload/arreteattributions.pdf
poste_e0id1670,"Province de Tétouan ",0,2,1000-10-10,2015-02-23,-,-,"Nom : hassan aharratTéléphone : 0539997850",http://emploi-public-files.ma/fichiers/upload/arreteetattributions.pdf
poste_e0id1667,"Préfecture d'arrondissements  Moulay Rachid",3,1,1000-10-10,2015-02-20,"http://emploi-public-files.ma/fichiers/upload/PAMyRachid.PDF|","http://emploi-public-files.ma/fichiers/upload/Resultat30032015.PDF|","Nom : حميد لسحاكيTéléphone : 0663622759",http://emploi-public-files.ma/fichiers/upload/appelcandidaturePrefectureMoulayRachid1.PDF
poste_e0id1652,"Préfecture Tanger-Asilah",6,4,1000-10-10,2015-02-16,"http://emploi-public-files.ma/fichiers/upload/ConvocationEntretien2.pdf|","http://emploi-public-files.ma/fichiers/upload/rsultats16.pdf|","Nom : نور الدين الحاضريTéléphone : 0539940915",http://emploi-public-files.ma/fichiers/upload/Appel_candidature10.pdf
poste_e0id1627,"Province Zagora ",1,3,1000-10-10,2015-02-09,"http://emploi-public-files.ma/fichiers/upload/PROMOTION.PDF|","http://emploi-public-files.ma/fichiers/upload/nomDuFichier2014.PDF|","Téléphone : 0524847214",http://emploi-public-files.ma/fichiers/upload/nomDuFichier1869.pdf
poste_e0id1618,"Province de Tata",0,6,1000-10-10,2015-02-06,"http://emploi-public-files.ma/fichiers/upload/Numriser00013.pdf|",-,"Nom : جامع ميريTéléphone : 0668369843",http://emploi-public-files.ma/fichiers/upload/arrete69.PDF
poste_e0id1596,"Province de Figuig",1,9,1000-10-10,2015-01-30,"http://emploi-public-files.ma/fichiers/upload/nomDuFichier2661.pdf|","http://emploi-public-files.ma/fichiers/upload/resultat78.pdf|","Téléphone : 0536798071",http://emploi-public-files.ma/fichiers/upload/nomDuFichier1827.pdf
poste_e0id1592,"Province d'Agadir Idaoutanane",0,3,1000-10-10,2015-01-29,"http://emploi-public-files.ma/fichiers/upload/Annoncecandidatsretenus.pdf|","http://emploi-public-files.ma/fichiers/upload/Rsultats15.pdf|","Téléphone : 0661662453",http://emploi-public-files.ma/fichiers/upload/ArrtAppelcandidature.pdf
poste_e0id1577,"Préfecture Province Berrechid",1,13,1000-10-10,2015-01-23,"http://emploi-public-files.ma/fichiers/upload/toto.pdf|","http://emploi-public-files.ma/fichiers/upload/nomDuFichier1904.pdf|","Nom : Province Berrechid SGRHTéléphone : 0522328676",http://emploi-public-files.ma/fichiers/upload/nomDuFichier1811.pdf
poste_e0id1576,"Province d'Ifrane",2,1,1000-10-10,2015-01-23,"http://emploi-public-files.ma/fichiers/upload/ListeCandidatsEntretiensChefsDivisionServicePachalik.pdf|","http://emploi-public-files.ma/fichiers/upload/numrisation000225.pdf|","Nom : Oubouchil MohamedTéléphone : 0535566463",http://emploi-public-files.ma/fichiers/upload/ArrtCandidature.pdf
poste_e0id1565,"Province de Settat",2,1,1000-10-10,2015-01-19,"http://emploi-public-files.ma/fichiers/upload/092015.pdf|","http://emploi-public-files.ma/fichiers/upload/0920151.pdf|","Nom : جلال الدبي القدميريTéléphone : 0523721814",http://emploi-public-files.ma/fichiers/upload/nomDuFichier1795.pdf
poste_e0id1561,"Préfecture d'arrondissement ain chock",0,3,1000-10-10,2015-01-16,"http://emploi-public-files.ma/fichiers/upload/annexe43.pdf|","http://emploi-public-files.ma/fichiers/upload/Resultat47.pdf|","Nom : محمد كناTéléphone : 0653775607",http://emploi-public-files.ma/fichiers/upload/PrefAinchock.pdf
poste_e0id1560,"Province de Taroudant",2,3,1000-10-10,2015-01-16,"http://emploi-public-files.ma/fichiers/upload/ARRETE151.pdf|","http://emploi-public-files.ma/fichiers/upload/resultat57.pdf|","Nom : محمد أيت بدوTéléphone : 0661210499",http://emploi-public-files.ma/fichiers/upload/arreten04DRHdu15012015.pdf
poste_e0id1559,"Province Mohammedia",1,3,1000-10-10,2015-01-16,"http://emploi-public-files.ma/fichiers/upload/Invitation.pdf|","http://emploi-public-files.ma/fichiers/upload/numrisation00132.pdf|","Téléphone : 0523324180",http://emploi-public-files.ma/fichiers/upload/Arrete310.pdf
poste_e0id1558,"Province de Chichaoua",2,0,1000-10-10,2015-01-16,-,-,"Téléphone : 0524352033",http://emploi-public-files.ma/fichiers/upload/arrete45.pdf
poste_e0id1554,"Province d'Inezgane-Aït Melloul",4,3,1000-10-10,2015-01-14,"http://emploi-public-files.ma/fichiers/upload/nomDuFichier2071.PDF|","http://emploi-public-files.ma/fichiers/upload/Resultatsdefinitifpostesvacants.pdf|","Nom : مبارك بخاريTéléphone : 0615869423/0528838531",http://emploi-public-files.ma/fichiers/upload/nomDuFichier1782.pdf
poste_e0id1545,"Province d'Ifrane",1,3,1000-10-10,2015-01-13,"http://emploi-public-files.ma/fichiers/upload/ListeCandidatsEntretiensChefsDivisionServiceSG.pdf|","http://emploi-public-files.ma/fichiers/upload/numrisation0001105.pdf|","Nom : وبوشيل محمدTéléphone : 0535566463",http://emploi-public-files.ma/fichiers/upload/ArreteCandidature.pdf
poste_e0id1532,"Province de Mèknes",0,5,1000-10-10,2015-01-12,"http://emploi-public-files.ma/fichiers/upload/LISTESRETENUS.pdf|","http://emploi-public-files.ma/fichiers/upload/nomDuFichier2026.pdf|","Téléphone : 0618621415",http://emploi-public-files.ma/fichiers/upload/nomDuFichier1770.pdf
poste_e0id1525,"Province de Driouch",0,9,1000-10-10,2015-01-08,"http://emploi-public-files.ma/fichiers/upload/IMG11.pdf|","http://emploi-public-files.ma/fichiers/upload/Rsultatfinale.pdf|","Nom : جمال الحرشيTéléphone : 0645501111",http://emploi-public-files.ma/fichiers/upload/IMG_0015.pdf
poste_e0id1523,"Préfecture m'diq fnideq",1,0,1000-10-10,2015-01-08,"http://emploi-public-files.ma/fichiers/upload/img037.pdf|","http://emploi-public-files.ma/fichiers/upload/img0381.pdf|","Nom : عبد اللطيف أبلحساينTéléphone : 0661338332",http://emploi-public-files.ma/fichiers/upload/nomDuFichier1759.pdf
poste_e0id1519,"Préfecture d'Oujda Angad",1,0,1000-10-10,2015-01-07,"http://emploi-public-files.ma/fichiers/upload/Num1.pdf|","http://emploi-public-files.ma/fichiers/upload/Resultat51.pdf|","Téléphone : ***",http://emploi-public-files.ma/fichiers/upload/DAS1.pdf
poste_e0id1506,"Province de Beni Mellal",2,0,1000-10-10,2014-12-31,"http://emploi-public-files.ma/fichiers/upload/aviss.pdf|","http://emploi-public-files.ma/fichiers/upload/resultas5.pdf|","Nom : ALI MAHOUGANTéléphone : 0661120782",http://emploi-public-files.ma/fichiers/upload/arrete1522filesmerged.pdf
poste_e0id1485,"Province Sidi Slimane",1,2,1000-10-10,2014-12-25,-,-,"Nom : محمد حجاجTéléphone : 0648540520",http://emploi-public-files.ma/fichiers/upload/rh4.pdf
poste_e0id1483,"Province de Moulay Yacoub",1,0,1000-10-10,2014-12-25,-,-,"Nom : عبدالرحمان ادرادريTéléphone : 0661889468",http://emploi-public-files.ma/fichiers/upload/nomDuFichier1711.pdf
poste_e0id1473,"Préfecture m'diq fnideq",1,0,1000-10-10,2014-12-22,"http://emploi-public-files.ma/fichiers/upload/img0361.pdf|","http://emploi-public-files.ma/fichiers/upload/img038.pdf|","Nom : عبد اللطيف أبلحساينTéléphone : 0661338332",http://emploi-public-files.ma/fichiers/upload/nomDuFichier1693.pdf
poste_e0id1466,"Province Nouaceur",0,3,1000-10-10,2014-12-18,"http://emploi-public-files.ma/fichiers/upload/numrisation00231.pdf|","http://emploi-public-files.ma/fichiers/upload/IMG_000110.pdf|","Nom : مقصود اللهTéléphone : 0661388721",http://emploi-public-files.ma/fichiers/upload/AVIS96.pdf
poste_e0id1464,"Province de Tata",1,0,1000-10-10,2014-12-17,-,-,"Nom : جامع ميريTéléphone : 0668369843",http://emploi-public-files.ma/fichiers/upload/Numriser00012.pdf
poste_e0id1459,"Préfecture Province Oued ed Dahab",0,1,1000-10-10,2014-12-16,"http://emploi-public-files.ma/fichiers/upload/numrisation0001210.pdf|","http://emploi-public-files.ma/fichiers/upload/73.pdf|","Nom : بن مولودTéléphone : 0661498259",http://emploi-public-files.ma/fichiers/upload/numrisation000183.pdf
poste_e0id1454,"Préfecture Province Fes",3,10,1000-10-10,2014-12-11,"http://emploi-public-files.ma/fichiers/upload/CRI1.pdf|","http://emploi-public-files.ma/fichiers/upload/CRI.pdf|","Téléphone : ***",http://emploi-public-files.ma/fichiers/upload/Decision_CRI_Fes.pdf
poste_e0id1451,"Province de Beni Mellal",2,0,1000-10-10,2014-12-11,"http://emploi-public-files.ma/fichiers/upload/listecandidats11.pdf|","http://emploi-public-files.ma/fichiers/upload/resultasfinal.pdf|","Nom : MHOUGANE ALITéléphone : 0661120782",http://emploi-public-files.ma/fichiers/upload/chef_division.pdf
poste_e0id1444,"Préfecture d'arrondissements de Casablanca-Anfa",1,0,1000-10-10,2014-12-10,-,-,"Nom : عبدالوهاب بوساتةTéléphone : 0662078404",http://emploi-public-files.ma/fichiers/upload/nomDuFichier1641.pdf
poste_e0id1442,"Province d'Azilal",1,3,1000-10-10,2014-12-10,"http://emploi-public-files.ma/fichiers/upload/candidats.pdf|","http://emploi-public-files.ma/fichiers/upload/Resultat_2015.pdf|","Nom : لحسن العامريTéléphone : 06-61-95-84-70",http://emploi-public-files.ma/fichiers/upload/Arret_rectifi_Ok.pdf
poste_e0id1430,"Province de Benslimane",1,4,1000-10-10,2014-12-01,"http://emploi-public-files.ma/fichiers/upload/Listecandidats12.pdf|","http://emploi-public-files.ma/fichiers/upload/ResultatsBenslimane1.pdf|","Nom : عبد الرحمان مرتقىTéléphone : 0661605268",http://emploi-public-files.ma/fichiers/upload/BENSLIMANE2.pdf
poste_e0id1424,"Province de Khouribga",0,1,1000-10-10,2014-11-24,"http://emploi-public-files.ma/fichiers/upload/resultat42.pdf|","http://emploi-public-files.ma/fichiers/upload/resultat43.pdf|","Téléphone : 0523497403",http://emploi-public-files.ma/fichiers/upload/Chargdemission2.pdf
poste_e0id1409,"Province de Midelt ",2,3,1000-10-10,2014-11-20,"http://emploi-public-files.ma/fichiers/upload/numrisation000184.pdf|","http://emploi-public-files.ma/fichiers/upload/numrisation000310.pdf|","Nom : ليلى إدريسيTéléphone : 0661218476",http://emploi-public-files.ma/fichiers/upload/CANDIDATURE_MIDELT11.pdf
poste_e0id1405,"Province d'El Kalaa des Sraghna",0,1,1000-10-10,2014-11-19,-,-,"Nom :  أحمد ادريسيTéléphone :  0661503105",http://emploi-public-files.ma/fichiers/upload/drh4.pdf
poste_e0id1388,"Province Sidi Slimane",2,0,1000-10-10,2014-11-14,-,"http://emploi-public-files.ma/fichiers/upload/IMG14.pdf|","Nom : محمد حجاجTéléphone : 0698996816",http://emploi-public-files.ma/fichiers/upload/arretegubernatorial.pdf
poste_e0id1385,"Préfecture d'arrondissements Al Fida Mers Sultan",2,1,1000-10-10,2014-11-14,-,-,"Nom : ياسين الباهيTéléphone : 0661923852",http://emploi-public-files.ma/fichiers/upload/nomDuFichier1509.pdf
poste_e0id1380,"Province d'Essaouira",3,1,1000-10-10,2014-11-12,"http://emploi-public-files.ma/fichiers/upload/Bordereauarreteliste1.pdf|","http://emploi-public-files.ma/fichiers/upload/rsultatdelappelcandidatureprovincedEssaouira4.pdf|","Nom : EL ATTAR HalimaTéléphone : 0524479818",http://emploi-public-files.ma/fichiers/upload/Untitled.pdf
poste_e0id1367,"Province Khénifra",1,0,1000-10-10,2014-11-11,"http://emploi-public-files.ma/fichiers/upload/nomDuFichier1894.pdf|","http://emploi-public-files.ma/fichiers/upload/nomDuFichier1913.pdf|","Nom : أ.ابراهيمTéléphone : 0535586272/419",http://emploi-public-files.ma/fichiers/upload/nomDuFichier1502.pdf
poste_e0id1340,"Province de Settat",1,1,1000-10-10,2014-10-24,"http://emploi-public-files.ma/fichiers/upload/269.pdf|","http://emploi-public-files.ma/fichiers/upload/192015.pdf|","Nom : جلال الدبي القدميريTéléphone : 0523721814",http://emploi-public-files.ma/fichiers/upload/201449.pdf
poste_e0id1339,"Province de Settat",0,2,1000-10-10,2014-10-24,"http://emploi-public-files.ma/fichiers/upload/270.pdf|","http://emploi-public-files.ma/fichiers/upload/1920151.pdf|","Nom : جلال الدبي القدميريTéléphone : 0523721814",http://emploi-public-files.ma/fichiers/upload/201448.pdf
poste_e0id1323,"Préfecture d'arrondissements Sidi BERNOUSSI ",0,1,1000-10-10,2014-10-21,"http://emploi-public-files.ma/fichiers/upload/numrisation000192.pdf|","http://emploi-public-files.ma/fichiers/upload/numrisation000218.pdf|","Nom : بنداية اسماعيلTéléphone : 0619296363",http://emploi-public-files.ma/fichiers/upload/Fiche7.pdf
poste_e0id1316,"Province Nouaceur",0,3,1000-10-10,2014-10-17,-,-,"Nom : مقصود اللهTéléphone : 0661388721",http://emploi-public-files.ma/fichiers/upload/AppelCandidatureNouaceur1.pdf
poste_e0id1301,"Province de Salé",2,7,1000-10-10,2014-10-10,-,-,"Nom : كمال المسعوديTéléphone : 0537819277",http://emploi-public-files.ma/fichiers/upload/142.pdf
poste_e0id1296,"Province de Tata",0,6,1000-10-10,2014-10-07,-,-,"Nom : محمد تشيشيTéléphone : 0661445981",http://emploi-public-files.ma/fichiers/upload/AppelCandidature3102014.PDF
poste_e0id1275,"Province de Sidi Bennour",1,0,1000-10-10,2014-10-03,"http://emploi-public-files.ma/fichiers/upload/sidibennour11.pdf|",-,"Nom : Hamid HaidaraTéléphone : 0661720865",http://emploi-public-files.ma/fichiers/upload/____.pdf
poste_e0id1261,"Province Mohammedia",4,2,1000-10-10,2014-10-01,"http://emploi-public-files.ma/fichiers/upload/numrisation00052.pdf|","http://emploi-public-files.ma/fichiers/upload/Rsultat23.pdf|","Téléphone : 0523324180",http://emploi-public-files.ma/fichiers/upload/numrisation000170.pdf
poste_e0id1256,"Province de khemisset ",2,3,1000-10-10,2014-10-01,"http://emploi-public-files.ma/fichiers/upload/172.pdf|","http://emploi-public-files.ma/fichiers/upload/rh001.pdf|","Nom : عزيز العجوطيTéléphone : 0660197009",http://emploi-public-files.ma/fichiers/upload/DOC01101401102014.pdf
poste_e0id1254,"Préfecture de Rabat",0,3,1000-10-10,2014-09-30,-,-,"Nom : said ousegguaTéléphone : 0661161724",http://emploi-public-files.ma/fichiers/upload/arret121.pdf
poste_e0id1220,"Province de Sefrou",0,1,1000-10-10,2014-09-17,"http://emploi-public-files.ma/fichiers/upload/bencharki.pdf|",-,"Nom : حسن بوعلامTéléphone : 0661386297",http://emploi-public-files.ma/fichiers/upload/arrete39.pdf
poste_e0id1217,"Province Zagora ",2,4,1000-10-10,2014-09-16,"http://emploi-public-files.ma/fichiers/upload/ListedesCandidats13.pdf|","http://emploi-public-files.ma/fichiers/upload/nomDuFichier1717.pdf|","Téléphone : 0524847214",http://emploi-public-files.ma/fichiers/upload/numrisation00029.pdf
poste_e0id1215,"Province de Mèknes",4,11,1000-10-10,2014-09-15,"http://emploi-public-files.ma/fichiers/upload/listeadmispachalikouislane2.pdf|","http://emploi-public-files.ma/fichiers/upload/resultatfinal5.pdf|","Nom : بوشيخي امينTéléphone : 0618621415",http://emploi-public-files.ma/fichiers/upload/APPCANDIDPACHALIKWISLANE.pdf
poste_e0id1213,"Préfecture d'Oujda Angad",5,0,1000-10-10,2014-09-13,"http://emploi-public-files.ma/fichiers/upload/ListeConvoques_OujdaAngadpdf.pdf|","http://emploi-public-files.ma/fichiers/upload/ListeFinale_OujdaAngad.pdf|","Téléphone : ***",http://emploi-public-files.ma/fichiers/upload/AC_OujdaAngad.pdf
poste_e0id1205,"Province de Skhirat-Temara ",3,1,1000-10-10,2014-09-11,"http://emploi-public-files.ma/fichiers/upload/000112.pdf|","http://emploi-public-files.ma/fichiers/upload/0003.pdf|","Nom : الصديق الطاهريTéléphone : 0661125141",http://emploi-public-files.ma/fichiers/upload/00017.pdf
poste_e0id1204,"Province Taza",5,1,1000-10-10,2014-09-11,"http://emploi-public-files.ma/fichiers/upload/numrisation000214.pdf|","http://emploi-public-files.ma/fichiers/upload/img0241.pdf|","Téléphone : 0623497905",http://emploi-public-files.ma/fichiers/upload/AVISappelcandidature6.pdf
poste_e0id1198,"Province de Fkihbensalah",3,1,1000-10-10,2014-09-08,"http://emploi-public-files.ma/fichiers/upload/nomDuFichier4464.PDF|","http://emploi-public-files.ma/fichiers/upload/nomDuFichier1402.pdf|","Nom : عبد النبي العمرانيTéléphone : 06.61.43.89.74",http://emploi-public-files.ma/fichiers/upload/nomDuFichier1240.pdf
poste_e0id1185,"Province de Tétouan ",3,4,1000-10-10,2014-09-03,"http://emploi-public-files.ma/fichiers/upload/nomDuFichier1389.pdf|",-,"Nom : hassan aharratTéléphone : 0539997850",http://emploi-public-files.ma/fichiers/upload/nomDuFichier1232.pdf
poste_e0id1184,"Province de Tétouan ",0,1,1000-10-10,2014-09-03,-,-,"Nom : hassan aharratTéléphone : 0539997850",http://emploi-public-files.ma/fichiers/upload/nomDuFichier1230.pdf
poste_e0id1182,"Province d'El Hajeb ",2,3,1000-10-10,2014-09-02,"http://emploi-public-files.ma/fichiers/upload/numrisation0001511.pdf|","http://emploi-public-files.ma/fichiers/upload/nomDuFichier1912.pdf|","Nom : يوسف بخدةTéléphone : 06-68-64-70-54",http://emploi-public-files.ma/fichiers/upload/numrisation000164.pdf
poste_e0id1161,"Préfecture m'diq fnideq",4,0,1000-10-10,2014-08-25,-,-,"Nom : عبد اللطيف أبلحساينTéléphone : 0661338332",http://emploi-public-files.ma/fichiers/upload/Doc129.pdf
poste_e0id1131,"Province d'Al Hoceïma",5,11,1000-10-10,2014-08-06,"http://emploi-public-files.ma/fichiers/upload/01031.pdf|","http://emploi-public-files.ma/fichiers/upload/nomDuFichier2266.pdf|","Téléphone : 0539982018",http://emploi-public-files.ma/fichiers/upload/nomDuFichier1163.pdf
poste_e0id1109,"Préfecture de Marrakech",3,4,1000-10-10,2014-07-25,"http://emploi-public-files.ma/fichiers/upload/pdf3.pdf|","http://emploi-public-files.ma/fichiers/upload/nomDuFichier1903.pdf|","Nom : سعيد دبارTéléphone : 0524308813",http://emploi-public-files.ma/fichiers/upload/posteswilaya.pdf
poste_e0id1103,"Province de Boujdour",1,0,1000-10-10,2014-07-23,"http://emploi-public-files.ma/fichiers/upload/ConvocationEntretien1.pdf|","http://emploi-public-files.ma/fichiers/upload/Rsultatpostesderesponsabilit1.pdf|","Nom : محمد بلمكيTéléphone : 0528880106",http://emploi-public-files.ma/fichiers/upload/ReAppelcandidatureBoujdour.pdf
poste_e0id1099,"Province de Fahs Anjra",1,0,1000-10-10,2014-07-22,"http://emploi-public-files.ma/fichiers/upload/00019.pdf|","http://emploi-public-files.ma/fichiers/upload/RsultatsfinalesChefDRHMG.pdf|","Nom : معاذ الشعرةTéléphone : 0667871553-0661055769",http://emploi-public-files.ma/fichiers/upload/nomDuFichier1071.pdf
poste_e0id1050,"Préfecture Province Taourirt",2,11,1000-10-10,2014-07-08,-,"http://emploi-public-files.ma/fichiers/upload/rsultatfinal5.pdf|","Nom : محسن زيانيTéléphone : 0661482339",http://emploi-public-files.ma/fichiers/upload/PcedeTaourirtcandidaturesPR1.pdf
poste_e0id1047,"Province de Moulay Yacoub",1,0,1000-10-10,2014-07-07,"http://emploi-public-files.ma/fichiers/upload/nomDuFichier1219.pdf|","http://emploi-public-files.ma/fichiers/upload/nomDuFichier1266.pdf|","Nom : عبدالرحمان ادرادريTéléphone : 0661889468-0535753011",http://emploi-public-files.ma/fichiers/upload/nomDuFichier1023.pdf
poste_e0id1042,"Province de Sidi Bennour",5,24,1000-10-10,2014-07-04,"http://emploi-public-files.ma/fichiers/upload/sidibennour12.pdf|","http://emploi-public-files.ma/fichiers/upload/Resultats13.pdf|","Nom : Hamid HaidaraTéléphone : 0661720865",http://emploi-public-files.ma/fichiers/upload/arrete93.pdf
poste_e0id1018,"Wilaya region Guelmim-Es-Semara",1,0,1000-10-10,2014-07-01,"http://emploi-public-files.ma/fichiers/upload/DecisionListe.pdf|","http://emploi-public-files.ma/fichiers/upload/resultat35.pdf|","Nom : نورالدين فوزيTéléphone : 0623490056",http://emploi-public-files.ma/fichiers/upload/Arrt6.pdf
poste_e0id979,"Préfecture de Rabat",1,7,1000-10-10,2014-06-25,-,"http://emploi-public-files.ma/fichiers/upload/rsultat0.pdf|","Téléphone : ***",http://emploi-public-files.ma/fichiers/upload/PrefectureRabat_AppelCandidature2.pdf
poste_e0id978,"Préfecture de Rabat",1,1,1000-10-10,2014-06-25,-,"http://emploi-public-files.ma/fichiers/upload/resultatpostesderesponsabilit11.pdf|","Téléphone : ***",http://emploi-public-files.ma/fichiers/upload/PrefectureRabat_AppelCandidature.pdf
poste_e0id964,"Province de Tinghir",1,1,1000-10-10,2014-06-19,"http://emploi-public-files.ma/fichiers/upload/137.pdf|","http://emploi-public-files.ma/fichiers/upload/nomDuFichier1200.pdf|","Téléphone : 0661214587",http://emploi-public-files.ma/fichiers/upload/330.pdf
poste_e0id952,"Province de Mèknes",0,3,1000-10-10,2014-06-11,"http://emploi-public-files.ma/fichiers/upload/listedescandidatsretunupourenretien2.pdf|","http://emploi-public-files.ma/fichiers/upload/RESULTATFINAL2.pdf|","Nom : بوشيخي امينTéléphone : 0618621415",http://emploi-public-files.ma/fichiers/upload/fichecandidaturechefservicewilayameknes.pdf
poste_e0id941,"Province d'Ifrane",4,3,1000-10-10,2014-06-06,"http://emploi-public-files.ma/fichiers/upload/ifrane2.pdf|","http://emploi-public-files.ma/fichiers/upload/resultat37.pdf|","Nom : نجاة الزعراويTéléphone : 0535566462",http://emploi-public-files.ma/fichiers/upload/nomDuFichier828.pdf
poste_e0id940,"Province de Tata",0,9,1000-10-10,2014-06-06,"http://emploi-public-files.ma/fichiers/upload/237.pdf|","http://emploi-public-files.ma/fichiers/upload/nomDuFichier1279.pdf|","Nom : محمد تشيشيTéléphone : 0661445981",http://emploi-public-files.ma/fichiers/upload/Document00011.pdf
poste_e0id932,"Wilaya region Guelmim-Es-Semara",0,3,1000-10-10,2014-06-03,"http://emploi-public-files.ma/fichiers/upload/ArrListe.pdf|","http://emploi-public-files.ma/fichiers/upload/Liste20.pdf|","Nom : نورالدين فوزيTéléphone : 0623490056",http://emploi-public-files.ma/fichiers/upload/fiche_candidature00013.pdf
poste_e0id923,"Préfecture Province Oued ed Dahab",2,4,1000-10-10,2014-06-02,"http://emploi-public-files.ma/fichiers/upload/nomDuFichier1259.pdf|","http://emploi-public-files.ma/fichiers/upload/nomDuFichier1335.pdf|","Nom : بن مولودTéléphone : 0661498259",http://emploi-public-files.ma/fichiers/upload/120.pdf
poste_e0id921,"Province d'El Jadida",2,1,1000-10-10,2014-05-30,"http://emploi-public-files.ma/fichiers/upload/page.pdf|","http://emploi-public-files.ma/fichiers/upload/561.pdf|","Nom : مولاي إدريس المقرئ الإدريسيTéléphone : 05-23-34-26-66",http://emploi-public-files.ma/fichiers/upload/Arret1.pdf
poste_e0id894,"Province Mohammedia",2,2,1000-10-10,2014-05-20,-,-,"Téléphone : 0523324180",http://emploi-public-files.ma/fichiers/upload/ArreteMohammedia2.pdf
poste_e0id893,"Province Tiznit",0,1,1000-10-10,2014-05-19,"http://emploi-public-files.ma/fichiers/upload/numrisation000161.pdf|","http://emploi-public-files.ma/fichiers/upload/REUISSE00011.pdf|","Nom : الحسين أبو الصوابTéléphone : 0661819679",http://emploi-public-files.ma/fichiers/upload/Numriser00022.pdf
poste_e0id891,"Province de Tarfaya",7,20,1000-10-10,2014-05-19,"http://emploi-public-files.ma/fichiers/upload/177.pdf|","http://emploi-public-files.ma/fichiers/upload/182.pdf|","Nom : أباحازم الطالب أخيارTéléphone : 0661607427 - 0528895291",http://emploi-public-files.ma/fichiers/upload/nomDuFichier758.pdf
poste_e0id889,"Province de Berkane",1,1,1000-10-10,2014-05-16,-,-,"Nom : عبدالكريم بوحامديTéléphone : 0661297162",http://emploi-public-files.ma/fichiers/upload/ARRETE17.pdf
poste_e0id888,"Province d'Aousserd",2,12,1000-10-10,2014-05-15,"http://emploi-public-files.ma/fichiers/upload/chefsservice.pdf|","http://emploi-public-files.ma/fichiers/upload/Numriser15.pdf|","Téléphone : 0525930783",http://emploi-public-files.ma/fichiers/upload/scan00031.pdf
poste_e0id886,"Province d'Agadir Idaoutanane",1,2,1000-10-10,2014-05-13,"http://emploi-public-files.ma/fichiers/upload/listecandidatsretenusAgadir.pdf|","http://emploi-public-files.ma/fichiers/upload/RsultatsAppelcandidaturesAgadir.pdf|","Nom : عبد النبي علميTéléphone : 0661662453",http://emploi-public-files.ma/fichiers/upload/Appelcandidatures1Agadir1.pdf
poste_e0id885,"Province de Sefrou",0,1,1000-10-10,2014-05-13,"http://emploi-public-files.ma/fichiers/upload/sefrou1.pdf|",-,"Nom : Hassan BOUALAMTéléphone : 0661386297",http://emploi-public-files.ma/fichiers/upload/arrtPSefrou.pdf
