 Id,            Administration organisatrice,            Grade,            Nombre postes,            Dèlai dépot,            Date concours,            Date publication,            Candidats convoqués pour l'examen écrit,            Candidats convoqués pour l'entretien oral,            Résultats,            Désistements,            Pour plus d'informations,            Fichiers attachés
concour_e0c0id1162,"Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Département de l’Enseignement supérieur et de la Recherche scientifiq",Prof. de l'enseignement supérieur assistant grade A ~ Echelle 11,8,2013-07-04,2013-07-20,2013-06-20,-,-,-,-,Email : touhami.noureddine@gmail.com,http://emploi-public-files.ma/fichiers/upload/Tab fs quaraouine nbre de poste 8.pdf
concour_e0c0id1161,"Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Département de l’Enseignement supérieur et de la Recherche scientifiq",Prof. de l'enseignement supérieur assistant grade A ~ Echelle 11,36,2013-07-04,2013-07-20,2013-06-20,-,-,-,-,Email : touhami.noureddine@gmail.com,http://emploi-public-files.ma/fichiers/upload/Tab agadir nbre de poste 36.pdf
concour_e0c0id1160,"Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Département de l’Enseignement supérieur et de la Recherche scientifiq",Prof. de l'enseignement supérieur assistant grade A ~ Echelle 11,29,2013-07-04,2013-07-20,2013-06-20,-,-,-,-,Email : touhami.noureddine@gmail.com,http://emploi-public-files.ma/fichiers/upload/Tab ttouan nbre de poste 29.pdf
concour_e0c0id1159,"Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Département de l’Enseignement supérieur et de la Recherche scientifiq",Prof. de l'enseignement supérieur assistant grade A ~ Echelle 11,19,2013-07-04,2013-07-20,2013-06-20,-,-,-,-,Email : touhami.noureddine@gmail.com,http://emploi-public-files.ma/fichiers/upload/Tab souissi nbre de poste 19.pdf
concour_e0c0id1158,Secrétariat général du gouvernement,Conseiller juridique du deuxième grade,15,2013-07-06,2013-07-12,2013-06-20,http://emploi-public-files.ma/fichiers/upload/Listes candidats1.pdf|,-,http://emploi-public-files.ma/fichiers/upload/nomDuFichier372.pdf|,-,Email : elkorchi@sgg.gov.ma,http://emploi-public-files.ma/fichiers/upload/2 12  20132.pdf|http://emploi-public-files.ma/fichiers/upload/2 12  2013.pdf
concour_e0c0id1152,Ministère de l'Enseignement Supérieur de la Recherche Scientifique et de la Formation des Cadres - Université Mohammed V - Souissi,Prof. de l'enseignement supérieur assistant grade A ~ Echelle 11,7,2013-07-10,2013-07-25,2013-06-18,-,-,-,-,Nom : رشيدة شليحTéléphone : 0661651536Email : r.chlih@um5s.net.ma,http://emploi-public-files.ma/fichiers/upload/session 25-7-2013x.pdf|http://emploi-public-files.ma/fichiers/upload/PA0001 (2).pdf
concour_e0c0id1148,"Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Département de l’Enseignement supérieur et de la Recherche scientifiq",Prof. de l'enseignement supérieur assistant grade A ~ Echelle 11,26,2013-07-04,2013-07-20,2013-06-14,-,-,-,-,Email : abd.rajeb@gmail.com,http://emploi-public-files.ma/fichiers/upload/agdal.pdf
concour_e0c0id1147,"Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Département de l’Enseignement supérieur et de la Recherche scientifiq",Prof. de l'enseignement supérieur assistant grade A ~ Echelle 11,21,2013-07-04,2013-07-20,2013-06-14,-,-,-,-,Email : abd.rajeb@gmail.com,http://emploi-public-files.ma/fichiers/upload/kenitra.pdf
concour_e0c0id1146,"Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Département de l’Enseignement supérieur et de la Recherche scientifiq",Prof. de l'enseignement supérieur assistant grade A ~ Echelle 11,15,2013-07-04,2013-07-20,2013-06-14,-,-,-,-,Email : abd.rajeb@gmail.com,http://emploi-public-files.ma/fichiers/upload/jdida20072013.pdf
concour_e0c0id1135,Ministère de l’intérieur -Direction Générale de la Protection Civile-,Sergent ~ Echelle 5,550,2013-07-15,2013-08-26,2013-06-13,http://emploi-public-files.ma/fichiers/upload/_15.pdf|,http://emploi-public-files.ma/fichiers/upload/nomDuFichier369.pdf|,http://emploi-public-files.ma/fichiers/upload/Liste finale des admis au coucours des sergents_2013.pdf|http://emploi-public-files.ma/fichiers/upload/Liste d'attente_concours sergents 2013.pdf|,-,Email : elbdaryassine@gmail.com,http://emploi-public-files.ma/fichiers/upload/nomDuFichier234.pdf|http://emploi-public-files.ma/fichiers/upload/nomDuFichier235.pdf
concour_e0c0id1132,Ministère de l'Enseignement Supérieur de la Recherche Scientifique et de la Formation des Cadres - Université Mohammed V - Souissi,Prof. de l'enseignement supérieur assistant grade A ~ Echelle 11,19,2013-07-05,2013-07-20,2013-06-11,-,-,-,-,Nom : رشيدة شليحTéléphone : 0661651536Email : r.chlih@um5s.net.ma,http://emploi-public-files.ma/fichiers/upload/session20juillet2013.pdf|http://emploi-public-files.ma/fichiers/upload/session 20-7-2013x.pdf
concour_e0c0id1131,Ministère de l'Enseignement Supérieur de la Recherche Scientifique et de la Formation des Cadres - Université Mohammed V - Souissi,Prof. de l'enseignement supérieur assistant grade A ~ Echelle 11,6,2013-07-01,2013-07-15,2013-06-11,-,-,-,-,Nom : رشيدة شليحTéléphone : 0661651536Email : r.chlih@um5s.net.ma,http://emploi-public-files.ma/fichiers/upload/session15juillet2013.pdf|http://emploi-public-files.ma/fichiers/upload/session 15-7-2013x.pdf
concour_e0c0id1111,"Ministère de l’Aménagement du territoire national, de l’Urbanisme, de l’Habitat et de la Politique de la ville - Département de l’Habitat",Technicien de 3ème grade ~ Echelle 9 - spécialité Urbanis/Architect-Secrétariat Direct-Compta/Gestio,26,2013-06-21,2013-10-06,2013-06-03,http://emploi-public-files.ma/fichiers/upload/liste globale des candidats au concours de recrutement des techniciens 06102013.pdf|,http://emploi-public-files.ma/fichiers/upload/nomDuFichier432.pdf|,http://emploi-public-files.ma/fichiers/upload/- -5.pdf|http://emploi-public-files.ma/fichiers/upload/- -4.pdf|,-,Nom : السيد عبدالحق مهداويTéléphone : 0661046492Email : mehdaoui@mhupv.gov.ma,http://emploi-public-files.ma/fichiers/upload/ARRETE RECRUTEMENT DES TECHNICIENS 2013   2.pdf|http://emploi-public-files.ma/fichiers/upload/AVIS RECRUTEMENT DES TECHNICIENS 2013  2.pdf|http://emploi-public-files.ma/fichiers/upload/Avis 
concour_e0c0id1100,Ministère de la Culture et de la Communication - Département de la Culture,Professeur de l'enseignement artistique 2ème grade ~ Echelle 10,8,2013-06-12,2013-06-30,2013-05-28,http://emploi-public-files.ma/fichiers/upload/Liste_Candidats_INBA.PDF|,http://emploi-public-files.ma/fichiers/upload/Rsultats INBA.pdf|,http://emploi-public-files.ma/fichiers/upload/resultat_inba.PDF|,-,Nom : mounir el khettabTéléphone : 0537209463Email : mounirmc@gmail.com,http://emploi-public-files.ma/fichiers/upload/numrisation0001 (2).pdf|http://emploi-public-files.ma/fichiers/upload/numrisation000132.pdf
concour_e0c0id1092,Ministère de la Culture et de la Communication - Département de la Culture,Professeur adjoint de l'enseignement artistique 3ème grade ~ Echelle 9,7,1000-10-10,1000-10-10,2013-05-24,-,-,-,-,Nom : منير الخطابTéléphone : 0537209463Email : mounirmc@gmail.com,http://emploi-public-files.ma/fichiers/upload/Musique Arrt.pdf|http://emploi-public-files.ma/fichiers/upload/Musique Avis.pdf
concour_e0c0id1091,Ministère de la Culture et de la Communication - Département de la Culture,Professeur de l'enseignement artistique 2ème grade ~ Echelle 10,11,2013-06-07,2013-06-16,2013-05-24,http://emploi-public-files.ma/fichiers/upload/-19.pdf|,-,http://emploi-public-files.ma/fichiers/upload/nomDuFichier327.pdf|,-,Nom : منير الخطابTéléphone : 0537209463Email : mounirmc@gmail.com,http://emploi-public-files.ma/fichiers/upload/ISADAC AVIS.pdf|http://emploi-public-files.ma/fichiers/upload/ISADAC ARRETE.pdf
concour_e0c0id1086,Ministère de la Culture et de la Communication - Département de la Culture,Administrateur 3ème grade ~ Echelle 10,2,2013-06-07,2013-06-16,2013-05-24,http://emploi-public-files.ma/fichiers/upload/.pdf.pdf|,-,http://emploi-public-files.ma/fichiers/upload/311.pdf|,-,Nom : منير الخطابTéléphone : 0537209463Email : mounirmc@gmail.com,http://emploi-public-files.ma/fichiers/upload/Adm 3 Grade Arrt1.pdf|http://emploi-public-files.ma/fichiers/upload/Adm 3 Grade Avis1.pdf|http://emploi-public-files.ma/fichiers/upload/3insap.pdf
concour_e0c0id1085,Ministère de la Culture et de la Communication - Département de la Culture,Administrateur 3ème grade ~ Echelle 10,4,2013-06-07,2013-06-16,2013-05-24,http://emploi-public-files.ma/fichiers/upload/nomDuFichier236.pdf|,-,http://emploi-public-files.ma/fichiers/upload/nomDuFichier328.pdf|,-,Nom : منير الخطابTéléphone : 0537209463Email : mounirmc@gmail.com,http://emploi-public-files.ma/fichiers/upload/nomDuFichier212.pdf|http://emploi-public-files.ma/fichiers/upload/Adm 3 Grade Arrt.pdf|http://emploi-public-files.ma/fichiers/upload/Adm 3 Grade Avis.pdf
concour_e0c0id1084,Ministère de la Culture et de la Communication - Département de la Culture,Administrateur 2ème grade ~ Echelle 11,1,2013-06-07,2013-06-16,2013-05-24,http://emploi-public-files.ma/fichiers/upload/.pdf.pdf.pdf|,-,http://emploi-public-files.ma/fichiers/upload/29.pdf|,-,Nom : منير الخطابTéléphone : 0537209463Email : mounirmc@gmail.com,http://emploi-public-files.ma/fichiers/upload/Adm 2 Grade Arrt1.pdf|http://emploi-public-files.ma/fichiers/upload/Adm 2 Grade Avis.pdf
concour_e0c0id1072,Ministère de la jeunesse et des sports,Administrateur 3ème grade ~ Echelle 10,50,2013-06-03,2013-06-16,2013-05-20,http://emploi-public-files.ma/fichiers/upload/listeCandidat.pdf|,-,http://emploi-public-files.ma/fichiers/upload/nomDuFichier242.pdf|,-,Nom : رضا بدر الدينEmail : Badreddine.REDA@mjs.gov.ma,http://emploi-public-files.ma/fichiers/upload/20131.doc|http://emploi-public-files.ma/fichiers/upload/concour 20130001.pdf
concour_e0c0id1064,Ministère chargée des Marocains résidant à l’étranger et des affaires de la migration,Administrateur 2ème grade ~ Echelle 11,20,2013-05-31,2013-06-23,2013-05-17,http://emploi-public-files.ma/fichiers/upload/liste_candidats1.pdf|,http://emploi-public-files.ma/fichiers/upload/listecandidatsadmisentretienora1l1.pdf|,http://emploi-public-files.ma/fichiers/upload/Resultats_defintifs_Admis.pdf|http://emploi-public-files.ma/fichiers/upload/Resultats_defintifs_liste_attente.pdf|,-,Téléphone : 0537737573Email : y.ringa@mcmre.gov.ma  ou  souadamaziane@yahoo.fr,http://emploi-public-files.ma/fichiers/upload/decision concours adm 2G juin 2013.pdf
concour_e0c0id1053,Ministère de la Culture et de la Communication - Département de la Communication,Administrateur 2ème grade ~ Echelle 11,2,2013-05-25,2013-06-08,2013-05-11,-,-,-,-,Email : fouadsouiba@yahoo.fr,http://emploi-public-files.ma/fichiers/upload/avis  Adm.2me grade 25 mai ISMAC2.pdf|http://emploi-public-files.ma/fichiers/upload/arret Adm.2me grade 25 mai ISMAC3.pdf
concour_e0c0id1044,Ministère de l’intérieur -Direction Générale de la Protection Civile-,Sergent ~ Echelle 5,560,1000-10-10,1000-10-10,2013-05-10,-,-,-,-,Email : elbdaryassine@gmail.com,http://emploi-public-files.ma/fichiers/upload/nomDuFichier200.pdf|http://emploi-public-files.ma/fichiers/upload/DecisionAnnulation.pdf|http://emploi-public-files.ma/fichiers/upload/nomDuFichier199.pdf
concour_e0c0id1039,Secrétariat général du gouvernement,Conseiller juridique du premier grade,30,2013-05-24,2013-06-04,2013-05-08,http://emploi-public-files.ma/fichiers/upload/LISTE_CONSEILLERS_JURIDIQUES.pdf|,-,http://emploi-public-files.ma/fichiers/upload/liste conseillers admis.pdf|,-,Nom : مراد القرشيTéléphone : 0537660017Email : elkorchi@sgg.gov.ma,http://emploi-public-files.ma/fichiers/upload/sgg_conseillers juridiques_av_20131.pdf|http://emploi-public-files.ma/fichiers/upload/sgg_conseillers juridiques_20131.pdf
concour_e0c0id1031,Ministère de l’Emploi et de l’Insertion Professionnelle,Médecins premier grade ~ Echelle 11,9,2013-05-25,2013-06-04,2013-05-07,http://emploi-public-files.ma/fichiers/upload/nomDuFichier219.pdf|,-,http://emploi-public-files.ma/fichiers/upload/res conc med 2013.pdf|,-,Email : drh@emploi.gov.ma,http://emploi-public-files.ma/fichiers/upload/annonce0001.pdf|http://emploi-public-files.ma/fichiers/upload/arrte00011.pdf
concour_e0c0id1030,"Ministère de l’Energie, des Mines et du Développement durable - Département de l’Energie, des Mines",Administrateur 2ème grade ~ Echelle 11,6,2013-05-22,2013-06-01,2013-05-06,http://emploi-public-files.ma/fichiers/upload/nomDuFichier218.pdf|,http://emploi-public-files.ma/fichiers/upload/20133.pdf|,http://emploi-public-files.ma/fichiers/upload/rsultat concours administrateur 2eme grade.pdf|,-,Nom : Asmae BENALIOULHAJTéléphone : 0537688445Email : a.benalioulhaj@mem.gov.ma,http://emploi-public-files.ma/fichiers/upload/Concour Administrateur 2eme grade 2013.pdf|http://emploi-public-files.ma/fichiers/upload/avis concour administrateur 2eme grade.pdf
concour_e0c0id1029,Ministère de la santé,Médecins premier grade ~ Echelle 11,80,2013-05-20,2013-06-02,2013-05-06,-,http://emploi-public-files.ma/fichiers/upload/convoqus1.pdf|,http://emploi-public-files.ma/fichiers/upload/recr gnraliste.pdf|,-,Email : fzelghazouli@sante.gov.ma,http://emploi-public-files.ma/fichiers/upload/MG252013.pdf
concour_e0c0id1028,"Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Département de l’Enseignement supérieur et de la Recherche scientifiq",Prof. de l'enseignement supérieur assistant grade A ~ Echelle 11,1,2013-05-21,2013-06-05,2013-05-03,-,-,-,-,Téléphone : 0537273017Email : *,http://emploi-public-files.ma/fichiers/upload/ENSAM Fes  05.06.2013.pdf
concour_e0c0id1027,"Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Département de l’Enseignement supérieur et de la Recherche scientifiq",Prof. de l'enseignement supérieur assistant grade A ~ Echelle 11,1,2013-05-21,2013-06-05,2013-05-03,-,-,-,-,Téléphone : 0537273017Email : *,http://emploi-public-files.ma/fichiers/upload/ENCG  Eljadida 05.06.2013.pdf
concour_e0c0id1026,"Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Département de l’Enseignement supérieur et de la Recherche scientifiq",Prof. de l'enseignement supérieur assistant grade A ~ Echelle 11 - spécialité Réseaux Informatiques,1,2013-05-21,2013-06-05,2013-05-03,-,-,-,-,Téléphone : 0537273017Email : *,http://emploi-public-files.ma/fichiers/upload/ENSAM EL JADIDA Rseaux Informatiques 05.06.2013.pdf
concour_e0c0id1025,"Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Département de l’Enseignement supérieur et de la Recherche scientifiq",Prof. de l'enseignement supérieur assistant grade A ~ Echelle 11,1,2013-05-21,2013-06-05,2013-05-03,-,-,-,-,Téléphone : 0537273017Email : *,http://emploi-public-files.ma/fichiers/upload/Fac lettre Fes   05.06.2013.pdf
concour_e0c0id1024,Secrétariat général du gouvernement,Adjoint administratif 3ème grade ~ Echelle 6,2,2013-05-17,2013-05-26,2013-05-03,http://emploi-public-files.ma/fichiers/upload/Listes des candidats_Adjoints Administratifs.pdf|,http://emploi-public-files.ma/fichiers/upload/adj.pdf|,http://emploi-public-files.ma/fichiers/upload/Adjadmin Resultats.pdf|,-,Nom : مراد القرشيTéléphone : 0537660017Email : elkorchi@sgg.gov.ma,http://emploi-public-files.ma/fichiers/upload/sgg_assistantsadministratifs_av_2013.pdf|http://emploi-public-files.ma/fichiers/upload/sgg_assistantsadministratifs_2013.pdf
concour_e0c0id1023,Secrétariat général du gouvernement,"Technicien de 4ème grade ~ Echelle 8 - spécialité   Secrétariat , maintenance, support et réseaux",4,2013-05-17,2013-05-26,2013-05-03,http://emploi-public-files.ma/fichiers/upload/Liste des candidats_Techniciens.pdf|,http://emploi-public-files.ma/fichiers/upload/Tec admis  passer oral.pdf|,http://emploi-public-files.ma/fichiers/upload/tec Resultats.pdf|,-,Nom : مراد القرشيTéléphone : 0537660017Email : elkorchi@sgg.gov.ma,http://emploi-public-files.ma/fichiers/upload/sgg_techniciens_av_2013.pdf|http://emploi-public-files.ma/fichiers/upload/sgg_techniciens_2013.pdf
concour_e0c0id1022,Secrétariat général du gouvernement,Administrateur 3ème grade ~ Echelle 10 - spécialité Informatiste,4,2013-05-18,2013-05-25,2013-05-03,http://emploi-public-files.ma/fichiers/upload/Liste des informatistes1.pdf|,http://emploi-public-files.ma/fichiers/upload/Adm admis  passer oral.pdf|,http://emploi-public-files.ma/fichiers/upload/Admin Resultats.pdf|,-,Nom : مراد القرشيTéléphone : 0537660017Email : elkorchi@sgg.gov.ma,http://emploi-public-files.ma/fichiers/upload/sgg_informatistes_2013.pdf|http://emploi-public-files.ma/fichiers/upload/sgg_ingenieurs_av_20131.pdf
concour_e0c0id1021,Secrétariat général du gouvernement,Ingénieur d'Etat 1er grade ~ Echelle 11 - spécialité Informatique,4,2013-05-18,2013-05-25,2013-05-03,http://emploi-public-files.ma/fichiers/upload/LISTE DES INGENIEURS.pdf|,http://emploi-public-files.ma/fichiers/upload/Ing  Admis  Passer oral.pdf|,http://emploi-public-files.ma/fichiers/upload/Ing Resultats.pdf|,-,Nom : مراد القرشيTéléphone : 0537660017Email : elkorchi@sgg.gov.ma,http://emploi-public-files.ma/fichiers/upload/sgg_ingenieurs_2013.pdf|http://emploi-public-files.ma/fichiers/upload/sgg_ingenieurs_av_2013.pdf
concour_e0c0id1006,"Ministère de l’Aménagement du territoire national, de l’Urbanisme, de l’Habitat et de la Politique de la ville - Département de l’Habitat",Prof. de l'enseignement supérieur assistant grade A ~ Echelle 11 - spécialité Sc.Sociales-Droit-Sc.Terre,4,2013-05-16,2013-05-27,2013-04-30,http://emploi-public-files.ma/fichiers/upload/CANDIDATS RETENUS INAU 2013.pdf|,-,http://emploi-public-files.ma/fichiers/upload/AVIS RESULTATS  RECRUTEMENT PROF  INAU 2013.pdf|,-,Nom :  حفيظ الحفظاويTéléphone : 0661794065Email : h.hafdaoui@gmail.com,http://emploi-public-files.ma/fichiers/upload/TABLEAU Pub Emploi public 20131.pdf|http://emploi-public-files.ma/fichiers/upload/AVIS DE CONC RECRUT 04 PESA  ARABE mai 20132.pdf|http://emploi-public-files.ma/fichiers/upload/INAU.pdf|http://emploi-public-files.ma/fichiers/upload/AVIS DE CONC RECRUT 04 PESA  FRANCAIS mai 20132.pdf
concour_e0c0id1003,"Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Département de l’Enseignement supérieur et de la Recherche scientifiq",Prof. de l'enseignement supérieur assistant grade A ~ Echelle 11,2,2013-05-12,2013-05-28,2013-04-26,-,-,-,-,Téléphone : 0537273017Email : *,http://emploi-public-files.ma/fichiers/upload/PAA 28.05.2013 - 2 Post.pdf
concour_e0c0id1002,"Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Département de l’Enseignement supérieur et de la Recherche scientifiq",Prof. de l'enseignement supérieur assistant grade A ~ Echelle 11 - spécialité Statistiques ou Analyses de Données,1,2013-05-12,2013-05-28,2013-04-26,-,-,-,-,Téléphone : 0537273017Email : *,http://emploi-public-files.ma/fichiers/upload/PAA 28.05.2013 Statistiques ou Analyses.pdf
concour_e0c0id1001,"Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Département de l’Enseignement supérieur et de la Recherche scientifiq",Prof. de l'enseignement supérieur assistant grade A ~ Echelle 11,1,2013-05-12,2013-05-28,2013-04-26,-,-,-,-,Téléphone : 0537273017Email : *,http://emploi-public-files.ma/fichiers/upload/PAA 28.05.20132.pdf
concour_e0c0id1000,"Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Département de l’Enseignement supérieur et de la Recherche scientifiq",Prof. de l'enseignement supérieur assistant grade A ~ Echelle 11,1,2013-05-12,2013-05-28,2013-04-26,-,-,-,-,Téléphone : 0537273017Email : *,http://emploi-public-files.ma/fichiers/upload/PAA 28.05.20131.pdf
concour_e0c0id999,"Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Département de l’Enseignement supérieur et de la Recherche scientifiq",Prof. de l'enseignement supérieur assistant grade A ~ Echelle 11,1,2013-05-12,2013-05-28,2013-04-26,-,-,-,-,Téléphone : 0537273017Email : *,http://emploi-public-files.ma/fichiers/upload/PAA 28.05.2013   -.pdf
concour_e0c0id998,"Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Département de l’Enseignement supérieur et de la Recherche scientifiq",Prof. de l'enseignement supérieur assistant grade A ~ Echelle 11 - spécialité Mécatronique,1,2013-05-12,2013-05-28,2013-04-26,-,-,-,-,Téléphone : 0537273017Email : *,http://emploi-public-files.ma/fichiers/upload/PAA 28.05.2013.pdf
concour_e0c0id994,"Ministère de l’Aménagement du territoire national, de l’Urbanisme, de l’Habitat et de la Politique de la ville - Département de l’Habitat",Administrateur 2ème grade ~ Echelle 11 - spécialité droit-économie-Sc.Informat.-Journal.-Psy.soc.,9,2013-05-10,2013-05-26,2013-04-22,http://emploi-public-files.ma/fichiers/upload/liste des candidats retenus ADMINISTRATEURS 2013.pdf|,http://emploi-public-files.ma/fichiers/upload/nomDuFichier232.pdf|,http://emploi-public-files.ma/fichiers/upload/-20.pdf|http://emploi-public-files.ma/fichiers/upload/-22.pdf|,-,Nom : عبدالحق مهداويTéléphone : 0661046492Email : mehdaoui@mhupv.gov.ma,http://emploi-public-files.ma/fichiers/upload/AVIS RECRUTEMENT DES ADMINISTARTEURS 20131.pdf|http://emploi-public-files.ma/fichiers/upload/ARRETE RECRUTEMENT DES ADMINISTRATEURS20131.pdf
concour_e0c0id993,"Ministère de l’Aménagement du territoire national, de l’Urbanisme, de l’Habitat et de la Politique de la ville - Département de l’Habitat",Technicien de 3ème grade ~ Echelle 9 - spécialité URBANISME ARCHITECT-SECRETARIAT-COMPTA & GESTION,26,1000-10-10,1000-10-10,2013-04-22,-,-,-,-,Nom : عبدالحق مهداويTéléphone : 0661046492Email : mehdaoui@mhupv.gov.ma,http://emploi-public-files.ma/fichiers/upload/AVIS RECRUTEMENT DES TECHNICIENS 2013.pdf|http://emploi-public-files.ma/fichiers/upload/ARRETE RECRUTEMENT DES TECHNICIENS 2013.pdf|http://emploi-public-files.ma/fichiers/upload/avis de report du concours des techniciens 3eme grade 2013.pdf
concour_e0c0id992,"Ministère de l’Aménagement du territoire national, de l’Urbanisme, de l’Habitat et de la Politique de la ville - Département de l’Habitat",Ingénieur d'Etat 1er grade ~ Echelle 11 - spécialité Génie civil + S.I.G,4,2013-05-10,2013-05-26,2013-04-22,http://emploi-public-files.ma/fichiers/upload/liste des candidats retenus INGENIEURS 2013.pdf|,http://emploi-public-files.ma/fichiers/upload/nomDuFichier233.pdf|,http://emploi-public-files.ma/fichiers/upload/-23.pdf|http://emploi-public-files.ma/fichiers/upload/-24.pdf|,-,Nom : عبدالحق مهداويTéléphone : 0661046492Email : mehdaoui@mhupv.gov.ma,http://emploi-public-files.ma/fichiers/upload/ARRETE RECRUTEMENT DES INGENIEURS 2013.pdf|http://emploi-public-files.ma/fichiers/upload/AVIS RECRUTEMENT DES INGENIEURS 2013.pdf
concour_e0c0id991,"Ministère de l’Aménagement du territoire national, de l’Urbanisme, de l’Habitat et de la Politique de la ville - Département de l’Habitat",Architecte 1er grade ~ Echelle 11 - spécialité Architecture,5,2013-05-10,2013-05-26,2013-04-22,http://emploi-public-files.ma/fichiers/upload/liste  des candidats retenus ARCHITECTES 2013.pdf|,http://emploi-public-files.ma/fichiers/upload/liste des candidats Architectes retenus pour l'oral.pdf|,http://emploi-public-files.ma/fichiers/upload/-25.pdf|http://emploi-public-files.ma/fichiers/upload/-26.pdf|,-,Nom :  عبدالحق مهداويTéléphone : 0661046492Email : ;mehdaoui@mhupv.gov.ma,http://emploi-public-files.ma/fichiers/upload/ARRETE RECRUTEMENT DES ARCHITECTES 2013.pdf|http://emploi-public-files.ma/fichiers/upload/AVIS RECRUTEMENT DES ARCHITECTES 2013.pdf
concour_e0c0id981,"Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Département de la Formation professionnelle","Ingénieur d'Etat 1er grade ~ Echelle 11 - spécialité Informatique,Statistiques,Génie Civil",4,2013-05-03,2013-05-19,2013-04-18,http://emploi-public-files.ma/fichiers/upload/Liste ingnieurs.pdf|,http://emploi-public-files.ma/fichiers/upload/PRoclamation ecrit ing1.pdf|,http://emploi-public-files.ma/fichiers/upload/PV Resultats defenitifs concou 2013.pdf|,-,Nom : kouritit mohamedTéléphone : 0679997031Email : kouritit@gmail.com,http://emploi-public-files.ma/fichiers/upload/Arrt Ing2.pdf|http://emploi-public-files.ma/fichiers/upload/Avis ingnieur.pdf
concour_e0c0id980,"Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Département de la Formation professionnelle",Administrateur 2ème grade ~ Echelle 11 - spécialité Audit et Contrôle de Gestion;Droit Privé  ,3,2013-05-03,2013-05-19,2013-04-18,http://emploi-public-files.ma/fichiers/upload/liste Adm. 2me grade.pdf|,http://emploi-public-files.ma/fichiers/upload/PRoclamation ecrit ad 2g.pdf|,-,-,Nom : kouritit mohamedTéléphone : 0679997031Email : kouritit@gmail.com,http://emploi-public-files.ma/fichiers/upload/avis admin mai 20132.pdf|http://emploi-public-files.ma/fichiers/upload/Arrt Adm 2 G1.pdf
concour_e0c0id978,"Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Département de la Formation professionnelle",Administrateur 3ème grade ~ Echelle 10 - spécialité Droit Privé,1,2013-05-03,2013-05-19,2013-04-18,http://emploi-public-files.ma/fichiers/upload/liste Adm. 3me grade.pdf|,http://emploi-public-files.ma/fichiers/upload/PRoclamation ecrit adm 3g.pdf|,http://emploi-public-files.ma/fichiers/upload/resultat def admi 2013.pdf|,-,Nom : kouritit mohamedTéléphone : 0679997031Email : kouritit@gmail.com,http://emploi-public-files.ma/fichiers/upload/arrt Adm. 3 G.pdf|http://emploi-public-files.ma/fichiers/upload/avis admin mai 20131.pdf
concour_e0c0id976,Ministère de l’intérieur -Inspection des Forces Auxiliaires Zone Nord-,Moussaid de 4ème classe ~ Echelle 6,222,2013-05-10,2013-06-25,2013-04-18,-,-,-,-,Nom : Zakaria EL MARZOUKITéléphone : 0537685575Email : Zakaria.elmarzouki@igfa.gov.ma,http://emploi-public-files.ma/fichiers/upload/ARRETE MINISTERIE.pdf
