 Id,            Etablissement organisateur,            Grade,            Nombre postes,            Dèlai dépot,            Date concours,            Date publication,            Candidats convoqués pour l'examen écrit,            Candidats convoqués pour l'entretien oral,            Résultats,            Désistements,            Pour plus d'informations,            Fichiers attachés
concour_e1c0id8233,Groupe Institut supérieur de commerce et d'administration des entreprises,Administrateur 2ème grade ~ Echelle 11,1,2017-05-12,2017-06-10,2017-04-24,http://emploi-public-files.ma/fichiers/upload/A2G.pdf|,-,-,-,Nom : فؤاد المصطفىTéléphone : 0663035336Email : mostafafouad@ymail.com,http://emploi-public-files.ma/fichiers/upload/ANNONCERECPFM3.pdf
concour_e1c0id8228,Université Abdelmalek Essaâdi - Tétouan,"Deux Ingénieurs d’Etat 1ergrade (2 postes),Session 19/05/2017",2,2017-05-10,2017-05-19,2017-04-24,http://emploi-public-files.ma/fichiers/upload/candidatsecrit_concours_15052017.pdf|,http://emploi-public-files.ma/fichiers/upload/convoques_orale_concours_19052017.pdf|,http://emploi-public-files.ma/fichiers/upload/resultat_concours_19052017.pdf|,-,Nom : جامعة عبد المالك السعدي - تطوانTéléphone : 0539979316Email : presidence@uae.ma,http://emploi-public-files.ma/fichiers/upload/Avisconcours19052017.pdf
concour_e1c0id8227,Office de la Formation Professionnelle et de la Promotion du Travail,FORMATEUR EN MAINTENANCE INDUSTRIELLE /AGROALIMENTAIRE,4,2017-05-12,2017-07-04,2017-04-24,http://emploi-public-files.ma/fichiers/upload/preselectionmaintenanceindustrieldanslesecteurdelagroalimentaire.pdf|,http://emploi-public-files.ma/fichiers/upload/MAINTENANCEENAGROALIMENTAIRE.pdf|,http://emploi-public-files.ma/fichiers/upload/RETENUSFINALformateurenmaintenanceindustrielleAGRO3.PDF|,-,Téléphone : 0522634444Email : recrutement@ofppt.ma,http://emploi-public-files.ma/fichiers/upload/FORMULAIREDECANDIDATURE141.pdf|http://emploi-public-files.ma/fichiers/upload/FORMATEURMAINTENANCEAGRO2.pdf
concour_e1c0id8226,Centre Hospitalier Ibn Rochd,Médecins premier grade ~ Echelle 11,9,2017-05-19,2017-05-27,2017-04-24,http://emploi-public-files.ma/fichiers/upload/listeafficherMEDECINS2017.pdf|,-,http://emploi-public-files.ma/fichiers/upload/resultatsMEDECINSMAI2017.pdf|,-,Nom : الخوخي ثوريةTéléphone : 0522481010Email : t.elkhoukhi@chucasa.ma,http://emploi-public-files.ma/fichiers/upload/rectifMED1erGrade.pdf
concour_e1c0id8225,Office de la Formation Professionnelle et de la Promotion du Travail,FORMATEUR EN OLEICULTURE,2,2017-05-12,2017-06-02,2017-04-22,http://emploi-public-files.ma/fichiers/upload/PRESELECTIONOliculture.pdf|,-,-,-,Téléphone : 0522634444Email : recrutement@ofppt.ma,http://emploi-public-files.ma/fichiers/upload/FORMULAIREDECANDIDATURE140.pdf|http://emploi-public-files.ma/fichiers/upload/FORMATEUROLEICULTURE.pdf
concour_e1c0id8224,Office de la Formation Professionnelle et de la Promotion du Travail,FORMATEUR EN AGROALIMENTAIRE : OPTION QUALITE,8,2017-05-12,2017-05-30,2017-04-22,http://emploi-public-files.ma/fichiers/upload/PRESELECTIONAgroalimentaireoptionQualit.pdf|,http://emploi-public-files.ma/fichiers/upload/AGROQualit.pdf|,-,-,Téléphone : 0522634444Email : recrutement@ofppt.ma,http://emploi-public-files.ma/fichiers/upload/FORMULAIREDECANDIDATURE139.pdf|http://emploi-public-files.ma/fichiers/upload/FORMATEURQUALITE.pdf
concour_e1c0id8223,Office de la Formation Professionnelle et de la Promotion du Travail,FORMATEUR EN AGROALIMENTAIRE : OPTION PRODUCTION,12,2017-05-12,2017-05-31,2017-04-21,http://emploi-public-files.ma/fichiers/upload/PRESELECTIONAgroalimentaireoptionProduction.pdf|,http://emploi-public-files.ma/fichiers/upload/AgroProduction.pdf|,-,-,Téléphone : 0522634444Email : recrutement@ofppt.ma,http://emploi-public-files.ma/fichiers/upload/FORMULAIREDECANDIDATURE138.pdf|http://emploi-public-files.ma/fichiers/upload/FORMATEURAGROPRODUCTION.pdf
concour_e1c0id8222,Office de la Formation Professionnelle et de la Promotion du Travail,FORMATEUR EN ELECTROMECANIQUE,2,2017-05-08,2017-06-02,2017-04-21,http://emploi-public-files.ma/fichiers/upload/preselectionElectromcanique.pdf|,http://emploi-public-files.ma/fichiers/upload/ELECTROMECANIQUE6.pdf|,http://emploi-public-files.ma/fichiers/upload/RETENUSFINALformateurenlectromcanique.pdf|,-,Téléphone : 0522634444Email : recrutement@ofppt.ma,http://emploi-public-files.ma/fichiers/upload/FORMULAIREDECANDIDATURE137.pdf|http://emploi-public-files.ma/fichiers/upload/formateursenelectromecanique.pdf
concour_e1c0id8221,Office de la Formation Professionnelle et de la Promotion du Travail,ASSISTANT ADMINISTRATIF RESPONSABLE DE L'IMPORTATION ET DU DEDOUANEMENT,1,2017-05-10,1000-10-10,2017-04-21,http://emploi-public-files.ma/fichiers/upload/assistantadministratifresponsableimportationetddouanement.pdf|,http://emploi-public-files.ma/fichiers/upload/assistantadministratifresponsableimportationetddouanement1.pdf|,http://emploi-public-files.ma/fichiers/upload/RETENUSFINALresponsableimportationetddouanement.pdf|,-,Téléphone : 0522634444Email : recrutement@ofppt.ma,http://emploi-public-files.ma/fichiers/upload/assistantadministratifresponsableimportationetddouanementserviceachatsdesequipements.pdf
concour_e1c0id8220,Office de la Formation Professionnelle et de la Promotion du Travail,ASSISTANT ADMINISTRATIF / SERVICE ACHATS DES EQUIPEMENTS,2,2017-05-10,1000-10-10,2017-04-21,http://emploi-public-files.ma/fichiers/upload/assistanttechniqueserviceachatsdesquipements.pdf|,http://emploi-public-files.ma/fichiers/upload/RETENUSFINALassistanttechniqueServiceachatsdesquipements.pdf|,http://emploi-public-files.ma/fichiers/upload/RETENUSFINALassistanttechniqueServiceachatsdesquipements1.pdf|,-,Téléphone : 0522634444Email : recrutement@ofppt.ma,http://emploi-public-files.ma/fichiers/upload/assistanttechniqueserviceachatsdesequipements1.pdf|http://emploi-public-files.ma/fichiers/upload/assistanttechniqueserviceachatsdesequipements.pdf
concour_e1c0id8219,Office de la Formation Professionnelle et de la Promotion du Travail,ASSISTANT ADMINISTRATIF/SERVICE DES MARCHES,2,2017-05-10,1000-10-10,2017-04-21,http://emploi-public-files.ma/fichiers/upload/assistantadministratifservicedesmarchs1.pdf|,http://emploi-public-files.ma/fichiers/upload/assistantadministratifservicedesmarchs2.pdf|,http://emploi-public-files.ma/fichiers/upload/RETENUSFINALassistantadministratifservicedesmarchs1.pdf|,-,Téléphone : 0522634444Email : recrutement@ofppt.ma,http://emploi-public-files.ma/fichiers/upload/FORMULAIREDECANDIDATURE136.pdf|http://emploi-public-files.ma/fichiers/upload/assistantadministratifservicedesmarches.pdf
concour_e1c0id8218,Office de la Formation Professionnelle et de la Promotion du Travail,FORMATEUR EN PEINTURE AUTOMOBILE,1,2017-05-08,2017-05-26,2017-04-21,http://emploi-public-files.ma/fichiers/upload/Peintureautomobile.pdf|,-,-,-,Téléphone : 0522634444Email : recrutement@ofppt.ma,http://emploi-public-files.ma/fichiers/upload/FORMULAIREDECANDIDATURE135.pdf|http://emploi-public-files.ma/fichiers/upload/formateurdanslesmetiersdelautomobileoptionpeintureautomobile.pdf
concour_e1c0id8217,Office de la Formation Professionnelle et de la Promotion du Travail,FORMATEUR EN ELECTRONIQUE,2,2017-05-08,2017-06-05,2017-04-21,http://emploi-public-files.ma/fichiers/upload/preselectionElectronique3.pdf|,-,-,-,Téléphone : 0522634444Email : recrutement@ofppt.ma,http://emploi-public-files.ma/fichiers/upload/FORMULAIREDECANDIDATURE134.pdf|http://emploi-public-files.ma/fichiers/upload/formateursenelectronique.pdf
concour_e1c0id8216,Marsa Maroc,Aide technique,4,2017-05-08,2017-06-16,2017-04-21,-,http://emploi-public-files.ma/fichiers/upload/Listedescandidatsretenuspourlentretienoral5.pdf|,-,-,Nom : Service RecrutementTéléphone : 0522232324Email : recrutement@marsamaroc.co.ma,http://emploi-public-files.ma/fichiers/upload/nomDuFichier168.docx|http://emploi-public-files.ma/fichiers/upload/3Avisdeconcours13.pdf
concour_e1c0id8213,Université Mohammed V,Technicien de 3ème grade,1,2017-05-09,2017-05-19,2017-04-21,http://emploi-public-files.ma/fichiers/upload/ConcoustechnicienFMPR.pdf|,http://emploi-public-files.ma/fichiers/upload/lesadmis.pdf|,-,-,Nom : عبدالمنعم رودياسTéléphone : 0537272807Email : abdelmounim.roudies@um5.ac.ma,http://emploi-public-files.ma/fichiers/upload/TECHN1.pdf
concour_e1c0id8212,Université Mohammed V,Professeur Assistant,1,2017-05-09,2017-06-10,2017-04-21,-,-,-,-,Nom : عبدالمنعم رودياسTéléphone : 0537272807Email : abdelmounim.roudies@um5.ac.ma,http://emploi-public-files.ma/fichiers/upload/GENETIQUE.pdf
concour_e1c0id8211,Agence Marocaine de Sûreté et Sécurité Nucléaires et Radiologiques,Adjoint technique 3ème grade ~ Echelle 6,2,2017-05-08,2017-06-11,2017-04-21,http://emploi-public-files.ma/fichiers/upload/AMSSNuRAT01CANDIDATSPRESELECTIONNESEP.pdf|,http://emploi-public-files.ma/fichiers/upload/ATFINAL.pdf|,http://emploi-public-files.ma/fichiers/upload/AT01.pdf|http://emploi-public-files.ma/fichiers/upload/AT011.pdf|,-,Nom : سميرة بوطيبTéléphone : 0673389076Email : s.boutayeb@amssnur.org.ma,http://emploi-public-files.ma/fichiers/upload/Dcisionconcours20173.pdf
concour_e1c0id8210,Agence Marocaine de Sûreté et Sécurité Nucléaires et Radiologiques,Technicien de 3ème grade ~ Echelle 9,4,2017-05-08,2017-06-11,2017-04-21,http://emploi-public-files.ma/fichiers/upload/AMSSNuRTECHNICIENS3EMEGRADECANDIDATSPRESELECTIONNESEP.pdf|,http://emploi-public-files.ma/fichiers/upload/TSINF.pdf|,http://emploi-public-files.ma/fichiers/upload/RETENUSASSISTANTES.pdf|http://emploi-public-files.ma/fichiers/upload/LISTEATTENTEASSISTANTES.pdf|,-,Nom : سميرة بوطيبTéléphone : 0673389076Email : s.boutayeb@amssnur.org.ma,http://emploi-public-files.ma/fichiers/upload/Dcisionconcours20172.pdf|http://emploi-public-files.ma/fichiers/upload/TSINF1.pdf
concour_e1c0id8209,Agence Marocaine de Sûreté et Sécurité Nucléaires et Radiologiques,Ingénieur d'Etat 1er grade ~ Echelle 11,4,2017-05-08,2017-06-11,2017-04-21,http://emploi-public-files.ma/fichiers/upload/AMSSNuRIE01IE02CANDIDATSPRESELECTIONNESEPREUVESECRITE.pdf|,http://emploi-public-files.ma/fichiers/upload/LISTEADMIE1IE2.pdf|,http://emploi-public-files.ma/fichiers/upload/RESULTATSIE1IE2.pdf|http://emploi-public-files.ma/fichiers/upload/RESULTATSIE1IE21.pdf|,-,Nom : سميرة بوطيبTéléphone : 0673389076Email : s.boutayeb@amssnur.org.ma,http://emploi-public-files.ma/fichiers/upload/Dcisionconcours20171.pdf
concour_e1c0id8208,Agence Marocaine de Sûreté et Sécurité Nucléaires et Radiologiques,Administrateur 2ème grade ~ Echelle 11,4,2017-05-08,2017-06-11,2017-04-21,http://emploi-public-files.ma/fichiers/upload/AMSSNuRADMINISTRATEURS2emeGRADECANDIDATSPRESELECTIONNESEP.pdf|,http://emploi-public-files.ma/fichiers/upload/LISTEAFFICHAGEADMS2SCAN.pdf|,http://emploi-public-files.ma/fichiers/upload/RESULTATSADM_S02.pdf|,-,Nom : سميرة بوطيبTéléphone : 0673389076Email : s.boutayeb@amssnur.org.ma,http://emploi-public-files.ma/fichiers/upload/Dcisionconcours2017.pdf
concour_e1c0id8205,Marsa Maroc,  (Assistant(e) social(e,1,2017-05-04,2017-05-24,2017-04-20,-,-,http://emploi-public-files.ma/fichiers/upload/Rsultatduconcours8.pdf|,-,Nom : Service RecrutementTéléphone : 0522232324Email : recrutement@marsamaroc.co.ma,http://emploi-public-files.ma/fichiers/upload/4Avisdeconcours22.pdf|http://emploi-public-files.ma/fichiers/upload/nomDuFichier167.docx
concour_e1c0id8204,Marsa Maroc, Assistant juridique,1,2017-05-04,2017-06-08,2017-04-20,http://emploi-public-files.ma/fichiers/upload/ListedescandidatsretenusAJ.pdf|,-,http://emploi-public-files.ma/fichiers/upload/Rsultatduconcours11.pdf|,-,Nom : Service RecrutementTéléphone : 0522232324Email : recrutement@marsamaroc.co.ma,http://emploi-public-files.ma/fichiers/upload/nomDuFichier165.docx|http://emploi-public-files.ma/fichiers/upload/Avisdeconcours27.pdf
concour_e1c0id8203,Marsa Maroc,Chargé du développement des systèmes d'informations,2,2017-05-04,2017-05-18,2017-04-20,http://emploi-public-files.ma/fichiers/upload/Listedescandidatsretenuspourletestecrit.pdf|,http://emploi-public-files.ma/fichiers/upload/Listedescandidatsconvoqusloral6.pdf|,http://emploi-public-files.ma/fichiers/upload/Rsultatfinal53.pdf|,-,Nom : Service RecrutementTéléphone : 0522232324Email : recrutement@marsamaroc.co.ma,http://emploi-public-files.ma/fichiers/upload/nomDuFichier164.docx|http://emploi-public-files.ma/fichiers/upload/4Avisdeconcours20.pdf
concour_e1c0id8202,Marsa Maroc,Assistant Technique,1,2017-05-04,2017-05-23,2017-04-20,-,-,http://emploi-public-files.ma/fichiers/upload/Rsultatduconcours10.pdf|,-,Nom : Service RecrutementTéléphone : 0522232324Email : recrutement@marsamaroc.co.ma,http://emploi-public-files.ma/fichiers/upload/nomDuFichier163.docx|http://emploi-public-files.ma/fichiers/upload/4Avisdeconcours19.pdf
concour_e1c0id8201,Marsa Maroc,Assistant RH ,2,2017-05-04,2017-05-23,2017-04-20,http://emploi-public-files.ma/fichiers/upload/Listedescandidatsretenus13.pdf|,http://emploi-public-files.ma/fichiers/upload/Listedescandidatsretenuspourloral4.pdf|,http://emploi-public-files.ma/fichiers/upload/RsultatFinal50.pdf|http://emploi-public-files.ma/fichiers/upload/Listedattente35.pdf|,-,Nom : Service RecrutementTéléphone : 0522232324Email : recrutement@marsamaroc.co.ma,http://emploi-public-files.ma/fichiers/upload/nomDuFichier162.docx|http://emploi-public-files.ma/fichiers/upload/4Avisdeconcours18.pdf
concour_e1c0id8200,Marsa Maroc,Assistant financier,4,2017-05-04,2017-05-26,2017-04-20,http://emploi-public-files.ma/fichiers/upload/ListedescandidatsretenusAF1.pdf|,http://emploi-public-files.ma/fichiers/upload/ListedescandidatsretenuspourloralAF1.pdf|,http://emploi-public-files.ma/fichiers/upload/Rsultatfinal58.pdf|,-,Nom : Service RecrutementTéléphone : 0522232324Email : recrutement@marsamaroc.co.ma,http://emploi-public-files.ma/fichiers/upload/Declarationcorrective1.pdf|http://emploi-public-files.ma/fichiers/upload/4Avisdeconcours25.pdf|http://emploi-public-files.ma/fichiers/upload/nomDuFichier161.docx
concour_e1c0id8195,Société Nationale de Radiodiffusion,(Journaliste Présentateur TV - (Arabophone (par contrat),2,2017-05-03,2017-06-18,2017-04-19,http://emploi-public-files.ma/fichiers/upload/AvisEcrit317AJv2.pdf|,http://emploi-public-files.ma/fichiers/upload/avis317AJtestoraletpratique.pdf|,-,-,Nom : سعد أشبورTéléphone : 0537685100Email : recrutement@snrt.ma,http://emploi-public-files.ma/fichiers/upload/JPTVar.pdf
concour_e1c0id8194,Société Nationale de Radiodiffusion,(Journaliste Présentateur TV - (Hispanophone (par contrat),1,2017-05-03,2017-06-18,2017-04-19,http://emploi-public-files.ma/fichiers/upload/AvisEcrit317AJv2.pdf|,http://emploi-public-files.ma/fichiers/upload/avis317AJtestoraletpratique.pdf|,-,-,Nom : سعد أشبورTéléphone : 0537685100Email : recrutement@snrt.ma,http://emploi-public-files.ma/fichiers/upload/JPTVEs.pdf
concour_e1c0id8193,Société Nationale de Radiodiffusion,(Journaliste Présentateur TV - (Francophone (par contrat),1,2017-05-03,2017-06-18,2017-04-19,http://emploi-public-files.ma/fichiers/upload/AvisEcrit317AJv2.pdf|,http://emploi-public-files.ma/fichiers/upload/avis317AJtestoraletpratique.pdf|,-,-,Nom : سعد أشبورTéléphone : 0537685100Email : recrutement@snrt.ma,http://emploi-public-files.ma/fichiers/upload/JPTVfr.pdf
concour_e1c0id8192,Société Nationale de Radiodiffusion,(Journaliste Présentateur TV - (Amazigh (par contrat),2,2017-05-03,2017-06-18,2017-04-19,http://emploi-public-files.ma/fichiers/upload/AvisEcrit317AJv2.pdf|,http://emploi-public-files.ma/fichiers/upload/avis317AJtestoraletpratique.pdf|,-,-,Nom : سعد أشبورTéléphone : 0537685100Email : recrutement@snrt.ma,http://emploi-public-files.ma/fichiers/upload/JPTVam.pdf
concour_e1c0id8191,Société Nationale de Radiodiffusion,(Journaliste Reporter d'Images - (amazigh (par contrat),2,2017-05-03,2017-06-18,2017-04-19,http://emploi-public-files.ma/fichiers/upload/AvisEcrit317AJv2.pdf|,http://emploi-public-files.ma/fichiers/upload/avis317AJtestoraletpratique.pdf|,-,-,Nom : سعد أشبورTéléphone : 0537685100Email : recrutement@snrt.ma,http://emploi-public-files.ma/fichiers/upload/JRIam.pdf
concour_e1c0id8190,Société Nationale de Radiodiffusion,(Journaliste Reporter Radio - (Arabophone (par contrat),1,2017-05-03,2017-06-18,2017-04-19,http://emploi-public-files.ma/fichiers/upload/AvisEcrit317AJv2.pdf|,http://emploi-public-files.ma/fichiers/upload/avis317AJtestoraletpratique.pdf|,-,-,Nom : سعد أشبورTéléphone : 0537685100Email : recrutement@snrt.ma,http://emploi-public-files.ma/fichiers/upload/JRRarE.pdf
concour_e1c0id8189,Société Nationale de Radiodiffusion,(Journaliste Reporter Radio- (Arabophone (par contrat),1,2017-05-03,2017-06-18,2017-04-19,http://emploi-public-files.ma/fichiers/upload/AvisEcrit317AJv2.pdf|,http://emploi-public-files.ma/fichiers/upload/avis317AJtestoraletpratique.pdf|,-,-,Nom : سعد أشبورTéléphone : 0537685100Email : recrutement@snrt.ma,http://emploi-public-files.ma/fichiers/upload/JRRarM.pdf
concour_e1c0id8188,Société Nationale de Radiodiffusion,(Journaliste Reporter Radio- (Arabophone (par contrat),1,2017-05-03,2017-06-18,2017-04-19,http://emploi-public-files.ma/fichiers/upload/AvisEcrit317AJv2.pdf|,http://emploi-public-files.ma/fichiers/upload/avis317AJtestoraletpratique.pdf|,-,-,Nom : سعد أشبورTéléphone : 0537685100Email : recrutement@snrt.ma,http://emploi-public-files.ma/fichiers/upload/JRRarO.pdf
concour_e1c0id8187,Société Nationale de Radiodiffusion,(Journaliste Reporter Radio -(Arabophone (par contrat),5,2017-05-03,2017-06-18,2017-04-19,http://emploi-public-files.ma/fichiers/upload/AvisEcrit317AJv2.pdf|,http://emploi-public-files.ma/fichiers/upload/avis317AJtestoraletpratique.pdf|,-,-,Nom : سعد أشبورTéléphone : 0537685100Email : recrutement@snrt.ma,http://emploi-public-files.ma/fichiers/upload/JRRar.pdf
concour_e1c0id8186,Société Nationale de Radiodiffusion,(ournaliste Reporter Radio-(francophone (par contrat),4,2017-05-03,2017-06-18,2017-04-19,http://emploi-public-files.ma/fichiers/upload/AvisEcrit317AJv2.pdf|,http://emploi-public-files.ma/fichiers/upload/avis317AJtestoraletpratique.pdf|,-,-,Nom : سعد أشبورTéléphone : 0537685100Email : recrutement@snrt.ma,http://emploi-public-files.ma/fichiers/upload/JRRfr.pdf
concour_e1c0id8184,Université Ibn Zohr - Agadir,Technicien de 4ème grade ~ Echelle 8,1,2017-05-05,2017-05-21,2017-04-18,http://emploi-public-files.ma/fichiers/upload/Listecandidatconvoquslcrit.pdf|,http://emploi-public-files.ma/fichiers/upload/rsultatdelcrittechcomptable.pdf|,http://emploi-public-files.ma/fichiers/upload/rsultatdfinitif18.pdf|,-,Nom : فؤاد حنينTéléphone : 0528227125Email : f.hanine@uiz.ac.ma,http://emploi-public-files.ma/fichiers/upload/avisdeconcoursapubsite14.pdf
concour_e1c0id8183,Centre de Ressources du Pilier II (CRP2) du Plan Maroc Vert - Ifrane,ingénieur agro-économiste (par contrat),2,2017-05-12,2017-05-24,2017-04-18,http://emploi-public-files.ma/fichiers/upload/listedescandidatsconvoqus21.pdf|,http://emploi-public-files.ma/fichiers/upload/admissibilitlpreuveorale.pdf|,http://emploi-public-files.ma/fichiers/upload/listecandidatsadmisdefinitivement.pdf|,-,Nom : مركز الكفاءات للركيزة الثانية لمخطط المغرب الأخضر Téléphone : 0535567202Email : crp2pmv@gmail.com,http://emploi-public-files.ma/fichiers/upload/avisrecrutementCRP2fr.pdf
concour_e1c0id8182,Office de la Formation Professionnelle et de la Promotion du Travail,FORMATEUR DANS LES METIERS DE L'AUTOMOBILE : TRAITEMENT DE SURFACE,1,2017-05-05,2017-05-23,2017-04-17,http://emploi-public-files.ma/fichiers/upload/Traitementdesurface.pdf|,http://emploi-public-files.ma/fichiers/upload/TRAITEMENTDESURFACE1.pdf|,-,-,Téléphone : 0522634444Email : recrutement@ofppt.ma,http://emploi-public-files.ma/fichiers/upload/FORMULAIREDECANDIDATURE133.pdf|http://emploi-public-files.ma/fichiers/upload/formateurdanslesmtiersdelautomobileTRAITEMENRDESURFACE.pdf
concour_e1c0id8181,Office de la Formation Professionnelle et de la Promotion du Travail,FORMATEUR DANS LES METIERS DE L'AUTOMOBILE : MAINTENANCE DES VEHICULES AUTOS,2,2017-05-05,2017-05-23,2017-04-17,http://emploi-public-files.ma/fichiers/upload/MaintenancedesVhiculesAutomobiles.pdf|,http://emploi-public-files.ma/fichiers/upload/RESULTATDUTESTECRITMAINTENANCEVEHICULE1.pdf|,http://emploi-public-files.ma/fichiers/upload/RETENUSFINALformateurmaintenancedesvhiculesautomobiles.pdf|,-,Téléphone : 0522634444Email : recrutement@ofppt.ma,http://emploi-public-files.ma/fichiers/upload/formateurdanslesmtiersdelautomobilemaintenancedevehicules.pdf|http://emploi-public-files.ma/fichiers/upload/FORMULAIREDECANDIDATURE132.pdf
concour_e1c0id8180,Atlas On Line /groupe RAM,"Responsable du Controle de Gestion , audit et planification (par contrat)",1,2017-05-03,1000-10-10,2017-04-17,-,-,-,-,Nom : Kassi ChahrazadeTéléphone : 0522489762Email : ckassi@atlasonline.ma,http://emploi-public-files.ma/fichiers/upload/CG12.pdf
concour_e1c0id8169,Université Cadi Ayyad,Prof. de l'enseignement supérieur assistant grade A ~ Echelle 11,2,2017-04-30,2017-05-15,2017-04-14,-,-,-,-,Nom : تميلي أمينةTéléphone : 0676410417Email : tamina@uca.ma,http://emploi-public-files.ma/fichiers/upload/avisdeconcoursdroit.pdf
concour_e1c0id8167,Société Nationales des Transports et de Logistique (SNTL),Chef de division performance,1,2017-04-27,1000-10-10,2017-04-13,-,-,-,-,Téléphone : 0537289314Email : recrutement@sntl.ma,http://emploi-public-files.ma/fichiers/upload/Annoncechefdivisionperformance.pdf|http://emploi-public-files.ma/fichiers/upload/ModledeCV_SNTL_20177.docx
concour_e1c0id8166,Société Nationales des Transports et de Logistique (SNTL),Directeur investissements ,1,2017-04-27,1000-10-10,2017-04-13,-,-,-,-,Téléphone : 0537289314Email : recrutement@sntl.ma,http://emploi-public-files.ma/fichiers/upload/AnnonceDirecteurinvestissements.pdf|http://emploi-public-files.ma/fichiers/upload/ModledeCV_SNTL_20176.docx
concour_e1c0id8165,Université Abdelmalek Essaâdi - Tétouan,Professeur d’Enseignement Supérieure Assistant  (1 poste) Spécialité: Physiologie Végétale,1,2017-05-01,2017-05-15,2017-04-13,-,-,-,-,Nom : جامعة عبد المالك السعدي - تطوانTéléphone : 0539979316Email : presidence@uae.ma,http://emploi-public-files.ma/fichiers/upload/Avis_concours_15052017.pdf
concour_e1c0id8164,Agence MCA Maroc 2,Chargé des Petits Achats et Logistique (par contrat),1,2017-04-26,1000-10-10,2017-04-12,-,-,-,-,Nom : Agent MCA MAROCTéléphone : 0666015752Email : candidat.mca@gmail.com,http://emploi-public-files.ma/fichiers/upload/FormulairedeCandidature37.docx|http://emploi-public-files.ma/fichiers/upload/AvisChargdespetitsachatsetLogistique12042017.pdf|http://emploi-public-files.ma/fichiers/upload/ChargdespetitsachatsetLogistique.pdf
concour_e1c0id8163,Bank Al-Maghrib,Chargé des collecations d'art plastique,1,2017-04-26,1000-10-10,2017-04-12,-,-,http://emploi-public-files.ma/fichiers/upload/RESULTATCHARGEDESCOLLECTIONSJUIN2017.pdf|http://emploi-public-files.ma/fichiers/upload/RESULTATLISTEDATTENTECHARGEDESCOLLECTIONSJUIN2017.pdf|,-,Nom : نرجس الرميقيTéléphone : 0537574022Email : n.rmiki@bkam.ma,http://emploi-public-files.ma/fichiers/upload/BAMavrilChargdescollectionsdartsplastiques.pdf
concour_e1c0id8160,Société Centrale de Réassurance,Souscripteur junior (par contrat),2,2017-04-26,1000-10-10,2017-04-12,-,-,-,-,Nom : Asmaa BOUJARNIJATéléphone : 0522460400Email : aboujarnija@scrmaroc.com,http://emploi-public-files.ma/fichiers/upload/Avisderecrutement2Souscripteurjunior12042017.pdf
concour_e1c0id8159,Université Mohammed V,Technicien 3ème grade,1,2017-04-27,2017-05-14,2017-04-12,http://emploi-public-files.ma/fichiers/upload/DEVPINF.pdf|,http://emploi-public-files.ma/fichiers/upload/oralDEVINF.pdf|,http://emploi-public-files.ma/fichiers/upload/DveloppementInformatique.pdf|http://emploi-public-files.ma/fichiers/upload/DveloppementInformatique1.pdf|,-,Nom : عبدالمنعم رودياسTéléphone : 0537272807Email : abdelmounim.roudies@um5.ac.ma,http://emploi-public-files.ma/fichiers/upload/Technicien3gr.pdf
concour_e1c0id8158,Université Mohammed V,Technicien 4ème grade,1,2017-04-27,2017-05-14,2017-04-12,http://emploi-public-files.ma/fichiers/upload/Compta3.pdf|,http://emploi-public-files.ma/fichiers/upload/oralCOMPT.pdf|,http://emploi-public-files.ma/fichiers/upload/Comptabilit7.pdf|http://emploi-public-files.ma/fichiers/upload/Comptabilit8.pdf|,-,Nom : عبدالمنعم رودياسTéléphone : 0537272807Email : abdelmounim.roudies@um5.ac.ma,http://emploi-public-files.ma/fichiers/upload/4203.pdf
concour_e1c0id8157,Université Mohammed V,Administrateur 2ème grade,1,2017-04-27,2017-05-14,2017-04-12,http://emploi-public-files.ma/fichiers/upload/DroitdesAffairesetFiscalit1.pdf|,http://emploi-public-files.ma/fichiers/upload/oralDRFIS.pdf|,http://emploi-public-files.ma/fichiers/upload/DroitdesAffairesetFiscalit2.pdf|http://emploi-public-files.ma/fichiers/upload/DroitdesAffairesetFiscalit3.pdf|,-,Nom : عبدالمنعم رودياسTéléphone : 0537272807Email : abdelmounim.roudies@um5.ac.ma,http://emploi-public-files.ma/fichiers/upload/Administrateur140517.pdf
concour_e1c0id8156,Université Sultan Moulay Slimane -Béni Mellal,Prof. de l'enseignement supérieur assistant grade A ~ Echelle 11,1,2017-05-01,2017-05-15,2017-04-11,http://emploi-public-files.ma/fichiers/upload/Candidatsentretiengestion150517.pdf|,-,-,-,Nom : AMINE  AbdellahTéléphone : 0523480218Email : communication.usms@gmail.com,http://emploi-public-files.ma/fichiers/upload/AvisconcoursGestion150517.pdf
concour_e1c0id8155,Université Sidi Mohamed Ben Abdellah -Fès-,Prof. de l'enseignement supérieur assistant grade A ~ Echelle 11,1,2017-04-26,2017-05-26,2017-04-11,-,-,-,-,Nom : عبدالقادر مروانTéléphone : 0665998646Email : merak1961@yahoo.fr,http://emploi-public-files.ma/fichiers/upload/AvisdeConcours24.pdf
concour_e1c0id8152,Université Hassan II Ain Chock - Casablanca,professeur de l'enseignement supérieur Grade A,1,2017-04-30,2017-05-15,2017-04-11,http://emploi-public-files.ma/fichiers/upload/entte1.pdf|,-,-,-,Nom : جامعة الحسن الثاني بالدار البيضاءTéléphone : 0522433030Email : presidence@univcasa.ma,http://emploi-public-files.ma/fichiers/upload/flshbanglais.pdf
